latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m_max (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),shortwave_radiation_sum (MJ/m²),dew_point_2m_max (°C),cloud_cover_max (%),cloud_cover_mean (%),pressure_msl_max (hPa),relative_humidity_2m_max (%),surface_pressure_max (hPa),vapour_pressure_deficit_max (kPa),wet_bulb_temperature_2m_max (°C),temperature_2m_mean (°C)
2012-06-05,17.4,53907.03,39402.97,0.30,0.30,0.00,2.0,16.5,36.4,19,3.29,17.87,8.6,98,82,1013.3,83,1007.2,0.97,12.0,13.9
2012-06-06,20.9,53959.94,46800.00,0.00,0.00,0.00,0.0,9.1,18.0,233,4.10,23.57,11.6,94,30,1016.2,94,1010.1,1.36,14.1,16.5
2012-06-07,23.3,54009.63,50078.14,0.30,0.30,0.00,1.0,8.8,23.0,257,4.67,26.10,13.0,55,24,1015.6,95,1009.5,1.61,16.3,18.3
2012-06-08,26.7,54056.06,50111.28,0.00,0.00,0.00,0.0,13.1,30.6,276,5.33,27.18,14.8,96,28,1014.5,94,1008.4,2.45,17.0,20.2
2012-06-09,26.0,54099.18,44423.86,0.00,0.00,0.00,0.0,12.7,21.6,288,4.13,17.08,15.4,100,70,1013.9,78,1008.0,1.81,18.4,21.4
2012-06-10,28.1,54138.96,46800.00,1.30,1.30,0.00,4.0,13.3,24.8,1,4.54,22.64,18.1,85,48,1019.9,94,1013.9,1.81,21.3,22.3
2012-06-11,23.1,54175.34,50204.34,0.20,0.20,0.00,2.0,19.9,38.2,121,4.48,23.96,17.1,98,43,1024.4,91,1018.4,1.33,18.7,20.5
2012-06-12,23.2,54208.29,6770.43,3.30,3.30,0.00,5.0,19.6,40.3,149,2.09,9.34,18.8,100,98,1023.2,94,1017.1,0.90,19.2,19.5
2012-06-13,21.0,54237.77,15536.29,25.50,25.50,0.00,13.0,19.2,42.5,45,2.07,10.48,18.0,100,99,1016.0,97,1010.0,0.70,18.5,19.4
2012-06-14,22.4,54263.73,44386.88,1.30,1.30,0.00,4.0,16.6,36.7,65,3.55,19.89,16.8,100,70,1023.5,94,1017.5,0.98,17.8,19.4
2012-06-15,24.0,54286.16,50310.54,0.00,0.00,0.00,0.0,12.7,25.9,83,4.51,24.08,15.7,90,31,1026.0,96,1019.9,1.63,16.9,19.2
2012-06-16,23.6,54305.00,50333.37,0.00,0.00,0.00,0.0,15.2,30.6,94,5.01,27.94,13.9,86,19,1027.2,93,1021.1,1.53,16.7,18.7
2012-06-17,19.0,54320.23,16686.33,0.10,0.10,0.00,1.0,13.5,29.9,120,2.45,13.01,13.8,100,75,1024.8,86,1018.6,0.70,15.2,17.0
2012-06-18,20.5,54331.82,45330.20,0.00,0.00,0.00,0.0,12.3,30.6,137,3.56,20.15,12.6,100,68,1021.2,90,1015.1,1.00,15.3,16.6
2012-06-19,25.0,54339.72,38914.29,0.50,0.50,0.00,1.0,11.4,29.5,188,3.58,18.49,18.2,100,74,1022.0,91,1015.9,1.14,20.1,19.1
2012-06-20,34.8,54343.92,46800.00,0.00,0.00,0.00,0.0,10.1,24.8,250,6.04,27.53,22.0,85,31,1019.7,94,1013.7,3.09,25.5,25.8
2012-06-21,35.6,54344.39,50400.00,0.00,0.00,0.00,0.0,14.0,25.2,294,7.12,28.89,22.3,31,7,1014.0,82,1008.1,3.75,24.9,29.4
2012-06-22,33.4,54341.10,45704.95,5.60,5.60,0.00,3.0,11.6,31.7,285,4.94,19.99,22.1,99,52,1009.6,78,1003.7,3.09,23.9,28.3
2012-06-23,29.3,54334.03,46071.55,1.60,1.60,0.00,5.0,16.5,30.2,312,6.01,27.72,22.3,100,63,1012.3,92,1006.5,2.78,23.3,25.0
2012-06-24,28.4,54323.14,47936.92,0.00,0.00,0.00,0.0,11.2,24.8,303,5.41,24.88,15.6,100,52,1016.5,86,1010.5,2.58,18.9,23.2
2012-06-25,25.0,54308.29,42586.34,19.70,19.70,0.00,10.0,13.8,38.9,234,3.77,17.73,20.0,100,64,1013.1,93,1007.2,1.57,21.1,22.6
2012-06-26,22.3,54289.52,36889.62,0.00,0.00,0.00,0.0,25.3,49.7,321,4.50,16.80,12.7,100,47,1006.9,66,1001.0,1.55,16.2,18.9
2012-06-27,27.6,54266.89,50400.00,0.00,0.00,0.00,0.0,21.3,40.0,289,7.01,30.30,11.2,51,7,1008.7,68,1002.8,2.70,16.3,21.1
2012-06-28,31.7,54240.47,50400.00,0.00,0.00,0.00,0.0,13.8,29.5,280,6.72,29.19,15.3,85,11,1010.7,76,1004.8,3.24,20.7,24.0
2012-06-29,36.4,54210.33,48406.62,0.20,0.20,0.00,2.0,14.7,28.4,255,6.99,27.09,18.1,100,35,1007.0,67,1001.2,4.31,24.1,27.6
2012-06-30,34.6,54176.54,46632.20,0.00,0.00,0.00,0.0,14.7,27.7,287,7.46,27.42,16.8,100,71,1008.2,68,1002.3,4.15,22.0,29.0
2012-07-01,34.6,54139.16,46800.00,1.70,1.70,0.00,1.0,17.0,37.1,263,6.82,26.06,18.5,91,30,1010.9,76,1005.1,3.72,23.7,27.6
2012-07-02,30.9,54098.29,50400.00,0.00,0.00,0.00,0.0,14.0,26.3,321,6.23,25.22,18.7,75,18,1013.1,78,1007.2,3.11,22.0,26.0
2012-07-03,31.8,54053.97,48801.35,0.00,0.00,0.00,0.0,12.1,24.1,294,5.62,23.30,16.7,100,32,1014.6,81,1008.7,3.43,20.5,25.6
2012-07-04,33.1,54006.29,39270.22,3.90,3.90,0.00,4.0,10.9,26.3,243,5.24,21.45,20.1,100,77,1010.9,92,1005.0,3.07,23.3,26.5
2012-07-05,34.8,53955.33,47668.24,0.00,0.00,0.00,0.0,14.4,24.1,304,6.98,27.84,21.4,99,48,1008.4,80,1002.7,4.09,23.4,29.1
2012-07-06,33.1,53901.16,50283.40,0.00,0.00,0.00,0.0,8.4,29.2,39,6.26,29.53,19.0,97,23,1013.9,87,1008.0,3.46,22.7,26.8
2012-07-07,37.6,53843.85,45225.57,0.00,0.00,0.00,0.0,20.1,32.8,267,6.71,24.22,19.5,100,87,1011.8,69,1005.9,4.66,24.1,29.7
2012-07-08,32.6,53783.49,39650.39,1.60,1.60,0.00,3.0,12.6,29.9,60,4.73,20.89,21.8,100,69,1012.0,86,1006.1,3.25,23.9,27.5
2012-07-09,30.0,53720.15,49331.03,0.00,0.00,0.00,0.0,14.2,35.3,24,5.89,24.87,22.2,100,77,1014.4,83,1008.5,2.96,23.2,26.0
2012-07-10,29.7,53653.90,50070.59,0.00,0.00,0.00,0.0,15.6,32.0,117,5.38,23.65,17.7,100,39,1017.9,81,1012.0,2.94,19.5,24.5
2012-07-11,27.9,53584.84,47101.40,0.00,0.00,0.00,0.0,14.5,28.1,142,4.87,22.87,20.0,97,68,1021.4,95,1015.5,1.93,20.4,24.0
2012-07-12,30.3,53513.02,49944.24,0.00,0.00,0.00,0.0,17.4,33.8,166,5.46,25.12,18.5,100,43,1022.9,90,1016.9,2.74,20.1,24.5
2012-07-13,30.9,53438.54,36912.52,0.00,0.00,0.00,0.0,14.1,31.0,199,4.63,17.95,17.3,100,91,1022.8,76,1016.9,2.80,21.0,25.6
2012-07-14,30.6,53361.34,37950.00,0.00,0.00,0.00,0.0,14.6,28.1,249,5.14,19.67,18.9,100,98,1022.7,74,1016.8,2.82,21.0,26.4
2012-07-15,30.9,53280.71,37528.62,5.70,5.70,0.00,3.0,11.8,28.4,221,3.94,16.78,23.0,100,90,1021.3,90,1015.3,1.95,24.4,25.8
2012-07-16,32.7,53196.66,47802.52,0.50,0.50,0.00,2.0,13.5,25.2,278,5.51,24.10,23.0,100,48,1014.6,90,1008.7,3.15,23.9,27.2
2012-07-17,35.4,53109.34,49580.57,0.00,0.00,0.00,0.0,17.5,36.7,256,6.93,26.54,19.8,100,89,1011.0,83,1005.2,4.01,23.2,28.8
2012-07-18,37.4,53018.89,47085.21,1.80,1.80,0.00,3.0,16.2,36.0,240,6.76,22.05,21.2,99,51,1010.9,61,1005.2,4.33,24.7,31.2
2012-07-19,29.7,52925.44,21743.01,2.50,2.50,0.00,8.0,15.7,30.6,61,2.44,10.13,23.1,100,67,1015.7,88,1009.8,1.56,24.3,25.1
2012-07-20,24.1,52829.14,2380.08,37.30,37.30,0.00,18.0,19.9,40.0,69,0.99,3.23,20.0,100,98,1017.5,95,1011.4,0.85,20.5,20.5
2012-07-21,23.4,52730.12,35428.94,1.40,1.40,0.00,3.0,14.3,26.6,53,3.63,18.53,16.6,100,84,1019.3,93,1013.3,1.33,17.6,20.0
2012-07-22,25.9,52628.50,49143.91,0.00,0.00,0.00,0.0,12.7,24.1,185,4.23,21.05,16.6,90,51,1021.6,86,1015.6,1.52,19.6,21.8
2012-07-23,29.7,52524.45,47556.85,0.30,0.30,0.00,2.0,14.1,31.7,205,4.86,22.80,22.0,93,70,1020.5,87,1014.5,1.73,24.0,24.4
2012-07-24,32.8,52418.07,47414.36,0.00,0.00,0.00,0.0,20.4,37.4,275,6.02,24.77,21.7,93,33,1011.9,86,1006.0,3.12,23.5,27.0
2012-07-25,29.1,52309.51,48852.44,0.00,0.00,0.00,0.0,18.2,34.2,335,6.75,28.62,17.7,100,14,1012.6,66,1006.6,2.78,21.1,24.5
2012-07-26,33.1,52198.88,43361.52,3.90,3.90,0.00,4.0,19.0,34.6,235,5.19,21.27,22.2,100,70,1010.2,83,1004.3,2.52,25.1,25.2
2012-07-27,30.5,52086.32,47890.91,8.40,8.40,0.00,4.0,16.2,38.9,273,4.65,20.21,23.1,100,64,1009.1,96,1003.3,1.93,24.7,26.8
2012-07-28,28.1,51971.96,29570.24,18.00,18.00,0.00,11.0,11.3,26.3,77,2.39,12.06,22.7,99,69,1013.6,96,1007.7,1.13,23.9,24.7
2012-07-29,24.3,51855.90,19594.14,12.70,12.70,0.00,17.0,11.0,24.1,36,2.30,11.91,21.9,100,89,1016.1,97,1010.1,0.84,22.3,22.2
2012-07-30,25.3,51738.28,47059.20,0.80,0.80,0.00,5.0,13.6,28.4,109,3.69,19.69,19.8,65,37,1019.9,96,1013.9,1.01,21.2,22.3
2012-07-31,24.2,51619.21,16313.93,0.00,0.00,0.00,0.0,11.5,25.6,93,2.51,12.01,18.9,100,78,1019.2,93,1013.2,1.01,19.8,21.9
2012-08-01,26.5,51498.80,32799.07,10.30,10.30,0.00,9.0,10.8,23.8,193,2.63,13.17,21.5,100,58,1013.7,97,1007.7,0.95,22.7,22.5
2012-08-02,30.2,51377.17,39418.41,0.00,0.00,0.00,0.0,7.2,17.6,253,4.41,21.92,21.2,100,58,1012.5,100,1006.6,2.44,22.4,24.2
2012-08-03,31.7,51254.25,46761.47,0.00,0.00,0.00,0.0,13.2,28.1,210,5.15,23.78,22.6,100,38,1016.8,93,1010.9,2.45,24.1,26.2
2012-08-04,31.0,51129.05,45333.75,0.00,0.00,0.00,0.0,16.4,28.4,174,5.31,25.58,23.0,98,36,1022.4,98,1016.5,2.13,24.4,26.7
2012-08-05,32.6,51001.54,45816.84,1.30,1.30,0.00,1.0,20.1,44.6,192,4.90,21.60,23.3,98,50,1022.6,93,1016.6,2.34,25.3,27.3
2012-08-06,29.9,50871.86,44808.64,6.90,6.90,0.00,9.0,15.9,40.7,274,5.40,24.80,23.3,100,67,1016.6,96,1010.7,2.53,24.0,26.2
2012-08-07,28.4,50740.14,45895.75,0.00,0.00,0.00,0.0,9.7,25.2,330,4.75,22.69,18.2,100,85,1016.7,87,1010.8,2.10,20.8,23.7
2012-08-08,29.4,50606.55,37563.09,0.00,0.00,0.00,0.0,10.9,27.4,174,4.31,20.51,21.5,100,98,1015.8,95,1009.9,2.13,22.8,25.2
2012-08-09,30.2,50471.20,44690.02,0.70,0.70,0.00,2.0,14.7,32.0,185,4.55,21.56,22.3,98,38,1014.9,98,1009.0,2.09,23.2,25.4
2012-08-10,26.4,50334.24,15760.65,8.00,8.00,0.00,13.0,13.9,32.4,169,2.03,9.51,23.0,100,89,1013.3,95,1007.4,0.93,23.6,24.9
2012-08-11,28.4,50195.79,39986.27,6.10,6.10,0.00,8.0,17.0,34.9,192,3.23,15.90,23.0,100,83,1011.2,95,1005.3,1.15,24.2,24.9
2012-08-12,28.8,50055.99,39600.00,3.90,3.90,0.00,6.0,13.6,29.2,238,4.56,21.44,21.7,100,80,1013.7,97,1007.8,2.13,22.1,24.6
2012-08-13,28.5,49914.96,45580.86,0.00,0.00,0.00,0.0,12.6,24.5,282,4.93,22.15,17.4,97,31,1016.4,84,1010.4,2.25,20.2,24.0
2012-08-14,26.9,49772.82,34840.21,1.40,1.40,0.00,6.0,14.7,28.8,222,3.24,15.07,20.3,100,73,1015.1,89,1009.2,1.66,21.5,23.6
2012-08-15,27.0,49629.71,27215.14,25.10,25.10,0.00,18.0,7.9,29.5,67,2.78,14.12,22.0,100,84,1012.7,97,1006.7,0.94,23.3,23.0
2012-08-16,28.4,49485.73,43998.18,1.00,1.00,0.00,4.0,11.9,26.6,319,4.68,23.50,20.9,100,28,1013.1,97,1007.2,2.33,21.2,23.3
2012-08-17,30.3,49341.00,43840.17,0.90,0.90,0.00,2.0,14.3,30.2,233,5.06,23.27,19.4,99,44,1012.5,84,1006.5,2.40,22.2,24.1
2012-08-18,25.0,49195.63,37288.67,12.20,12.20,0.00,11.0,11.5,28.4,360,3.60,18.80,20.4,100,82,1013.1,95,1007.2,1.61,20.8,22.2
2012-08-19,24.1,49049.75,30576.19,0.00,0.00,0.00,0.0,10.0,21.6,346,3.42,17.80,17.5,100,70,1015.5,91,1009.5,1.71,19.1,20.5
2012-08-20,25.4,48903.45,41229.40,0.00,0.00,0.00,0.0,8.1,20.2,128,3.93,20.85,16.5,100,85,1013.9,89,1007.9,1.66,18.5,21.7
2012-08-21,26.0,48756.84,38946.44,0.00,0.00,0.00,0.0,9.1,22.3,273,3.79,19.02,17.8,100,95,1017.2,90,1011.3,1.86,18.6,22.1
2012-08-22,26.3,48610.03,43200.00,0.10,0.10,0.00,1.0,9.7,20.9,176,3.98,19.88,18.9,100,62,1021.0,95,1015.1,1.76,19.5,22.7
2012-08-23,28.1,48462.93,43529.48,0.00,0.00,0.00,0.0,11.7,25.9,197,3.99,19.60,18.8,82,28,1021.7,93,1015.7,2.24,19.9,22.9
2012-08-24,28.8,48314.50,43368.45,0.00,0.00,0.00,0.0,10.5,23.8,167,4.44,21.47,18.4,100,78,1021.8,94,1015.9,2.32,20.5,23.4
2012-08-25,27.6,48164.67,32511.07,0.40,0.40,0.00,2.0,15.1,28.4,101,3.81,17.87,20.4,100,97,1024.9,96,1018.9,1.86,20.9,23.4
2012-08-26,26.7,48013.54,43211.75,0.00,0.00,0.00,0.0,12.7,25.6,87,4.44,21.55,18.0,99,40,1026.7,90,1020.7,1.72,19.6,22.7
2012-08-27,26.6,47861.25,36886.53,5.80,5.80,0.00,10.0,12.3,33.1,156,2.25,11.09,21.5,97,50,1024.2,95,1018.2,0.94,22.8,22.4
2012-08-28,29.9,47707.90,38468.34,5.60,5.60,0.00,6.0,17.3,39.6,259,4.10,18.42,21.6,98,52,1015.7,95,1009.8,2.51,22.2,24.7
2012-08-29,26.2,47553.61,43295.18,0.00,0.00,0.00,0.0,15.3,28.4,340,4.91,22.72,15.5,24,6,1015.9,82,1010.0,2.18,19.0,22.5
2012-08-30,28.6,47398.48,43358.27,0.00,0.00,0.00,0.0,10.0,21.6,295,4.88,24.23,17.1,2,0,1019.4,85,1013.5,2.74,18.0,21.8
2012-08-31,32.9,47242.62,43294.28,0.00,0.00,0.00,0.0,15.1,27.7,251,6.09,23.97,16.5,31,5,1018.0,79,1012.0,3.76,20.0,24.5
2012-09-01,30.9,47086.14,43200.00,0.00,0.00,0.00,0.0,14.6,28.4,285,5.61,20.34,19.2,44,15,1016.1,70,1010.2,2.60,22.0,26.1
2012-09-02,26.8,46929.14,36591.93,2.40,2.40,0.00,5.0,11.4,24.1,103,2.74,13.15,20.4,100,95,1018.6,90,1012.7,1.25,21.8,23.3
2012-09-03,23.0,46771.72,3551.61,1.10,1.10,0.00,5.0,13.7,33.5,94,1.38,4.02,20.0,100,93,1021.2,93,1015.2,0.93,20.8,21.9
2012-09-04,26.2,46613.98,18256.38,8.60,8.60,0.00,16.0,13.4,30.6,118,1.79,8.69,22.8,100,87,1019.7,98,1013.7,0.68,23.5,22.8
2012-09-05,26.9,46456.03,22182.48,16.20,16.20,0.00,20.0,19.5,38.9,226,1.99,9.57,23.0,100,80,1012.3,97,1006.4,0.93,23.3,24.2
2012-09-06,25.9,46297.96,21404.91,0.00,0.00,0.00,0.0,8.3,16.2,310,2.43,11.81,22.5,100,70,1012.8,98,1006.9,1.16,23.1,23.3
2012-09-07,29.1,46139.86,42317.87,2.60,2.60,0.00,5.0,11.1,24.8,224,3.51,17.63,21.5,81,18,1013.5,96,1007.6,1.53,23.7,23.4
2012-09-08,27.1,45981.84,39497.53,1.70,1.70,0.00,7.0,24.3,52.2,186,2.83,13.68,22.3,98,54,1012.4,94,1006.5,0.95,23.5,23.9
2012-09-09,23.8,45823.98,35274.02,16.00,16.00,0.00,8.0,19.4,42.8,318,3.55,18.57,21.8,100,71,1011.7,94,1005.7,1.64,22.2,20.1
2012-09-10,21.8,45666.38,39414.06,0.00,0.00,0.00,0.0,20.2,39.2,329,4.17,18.16,13.3,100,25,1017.0,72,1011.0,1.62,15.8,18.7
2012-09-11,22.0,45509.12,42278.61,0.00,0.00,0.00,0.0,12.6,28.4,324,3.93,21.45,11.7,97,23,1025.2,82,1019.1,1.61,15.0,16.6
2012-09-12,24.8,45352.13,42132.17,0.00,0.00,0.00,0.0,10.3,21.6,204,3.99,21.56,14.4,85,9,1028.2,92,1022.2,1.92,16.6,19.0
2012-09-13,25.4,45194.33,41975.60,0.00,0.00,0.00,0.0,11.0,23.4,196,4.00,21.18,15.3,1,0,1028.7,93,1022.6,1.69,18.1,19.6
2012-09-14,25.5,45035.63,41415.11,0.00,0.00,0.00,0.0,12.1,24.8,193,3.95,20.96,16.1,99,15,1025.6,94,1019.5,1.63,18.4,19.9
2012-09-15,23.0,44876.14,41659.33,0.10,0.10,0.00,1.0,18.4,36.0,310,4.13,20.71,16.2,98,34,1020.7,89,1014.6,1.76,17.7,19.5
2012-09-16,22.5,44715.97,41041.96,0.00,0.00,0.00,0.0,10.7,24.8,299,3.24,15.85,11.8,99,53,1020.3,86,1014.2,1.68,14.6,17.6
2012-09-17,24.3,44555.21,41299.34,0.00,0.00,0.00,0.0,12.6,23.8,241,3.95,20.48,11.9,100,39,1019.9,89,1013.9,1.98,15.3,18.1
2012-09-18,22.9,44393.96,0.00,20.90,20.90,0.00,16.0,35.4,77.4,171,1.16,2.63,20.7,100,100,1017.7,94,1011.6,0.99,21.0,20.4
2012-09-19,21.9,44232.32,33480.46,21.90,21.90,0.00,9.0,23.1,72.4,296,3.36,18.84,21.0,100,82,1020.0,96,1013.9,1.31,21.3,18.7
2012-09-20,19.5,44070.39,29232.83,0.20,0.20,0.00,1.0,12.9,25.6,50,2.36,12.09,13.4,99,43,1023.1,83,1016.9,0.85,15.2,15.6
2012-09-21,21.2,43908.28,40660.67,0.00,0.00,0.00,0.0,10.6,20.9,107,2.73,15.12,13.9,100,63,1020.2,89,1014.1,1.05,16.1,17.8
2012-09-22,24.3,43746.06,37476.82,0.40,0.40,0.00,1.0,17.7,37.4,155,2.69,14.31,18.8,100,27,1017.2,96,1011.1,1.11,20.1,18.3
2012-09-23,20.9,43583.85,40231.37,1.20,1.20,0.00,5.0,17.4,36.0,295,3.36,19.93,18.5,92,26,1018.4,95,1012.3,1.39,19.2,17.6
2012-09-24,18.4,43421.73,40023.88,0.00,0.00,0.00,0.0,13.5,28.1,297,3.27,18.67,9.1,85,22,1021.7,85,1015.6,1.40,11.5,14.4
2012-09-25,21.8,43259.81,39430.18,0.00,0.00,0.00,0.0,17.0,32.4,221,3.68,19.48,9.5,98,13,1022.8,83,1016.7,1.55,14.0,15.0
2012-09-26,24.1,43098.19,31534.06,0.30,0.30,0.00,1.0,15.5,28.8,209,3.00,12.68,16.6,100,72,1020.9,78,1014.8,1.30,18.6,19.1
2012-09-27,22.1,42936.96,12139.34,4.70,4.70,0.00,5.0,10.1,20.9,263,1.62,8.25,17.2,100,74,1021.4,97,1015.3,0.98,17.7,19.0
2012-09-28,22.4,42776.21,16091.43,10.20,10.20,0.00,20.0,14.2,30.6,99,1.32,6.72,19.0,100,94,1021.7,97,1015.6,0.60,19.9,19.3
2012-09-29,18.0,42616.05,5666.87,1.00,1.00,0.00,6.0,11.9,20.9,355,1.04,5.01,17.4,100,90,1014.6,98,1008.6,0.52,17.6,15.9
2012-09-30,19.1,42456.58,37523.34,0.20,0.20,0.00,1.0,13.4,31.3,310,2.45,14.37,12.2,81,44,1012.6,96,1006.5,1.17,13.5,15.1
2012-10-01,20.9,42297.89,38510.79,0.00,0.00,0.00,0.0,16.6,31.3,260,3.07,16.79,10.4,88,21,1013.2,88,1007.2,1.27,14.3,15.0
2012-10-02,21.8,42139.88,20000.16,21.80,21.80,0.00,5.0,13.7,31.0,84,1.52,7.26,17.1,100,92,1016.7,96,1010.7,0.96,17.7,17.3
2012-10-03,23.6,41981.42,1740.48,1.30,1.30,0.00,4.0,10.8,23.0,44,1.03,5.03,21.1,100,100,1018.8,99,1012.8,0.41,21.8,19.4
2012-10-04,21.9,41822.40,0.00,3.20,3.20,0.00,8.0,7.0,20.9,259,0.73,3.23,20.4,100,99,1020.5,100,1014.5,0.29,20.6,20.2
2012-10-05,24.9,41662.94,38162.04,1.00,1.00,0.00,1.0,9.1,19.8,281,2.99,16.64,18.5,71,14,1018.4,98,1012.3,1.60,18.7,19.1
2012-10-06,24.6,41503.15,28224.67,0.20,0.20,0.00,1.0,20.0,42.5,236,2.74,12.51,15.1,100,38,1014.6,87,1008.6,1.44,18.3,19.0
2012-10-07,15.7,41343.12,12954.36,0.70,0.70,0.00,2.0,14.8,33.5,319,1.53,6.85,9.0,100,58,1019.8,75,1013.6,0.66,11.7,11.7
2012-10-08,12.5,41182.99,12788.72,4.30,4.30,0.00,8.0,12.3,25.6,284,1.21,7.95,7.6,100,63,1025.3,95,1019.1,0.56,8.6,9.8
2012-10-09,15.1,41022.85,11348.42,1.00,1.00,0.00,2.0,16.2,32.8,34,1.28,5.60,10.8,100,97,1025.1,85,1018.8,0.51,12.2,12.6
2012-10-10,18.3,40862.83,21341.23,1.00,1.00,0.00,5.0,17.2,31.0,28,1.44,6.61,14.4,100,81,1019.8,89,1013.6,0.84,15.2,15.1
2012-10-11,14.6,40703.02,37433.41,0.00,0.00,0.00,0.0,19.4,36.7,278,3.14,16.74,8.6,99,10,1023.0,68,1016.8,0.96,11.0,11.9
2012-10-12,12.6,40543.56,37268.44,0.00,0.00,0.00,0.0,21.1,41.8,279,2.18,10.43,4.4,99,35,1026.0,80,1019.7,0.86,7.7,10.1
2012-10-13,11.3,40384.55,35683.87,0.00,0.00,0.00,0.0,16.4,35.6,333,2.58,16.35,1.1,100,20,1033.9,79,1027.5,0.83,5.3,7.2
2012-10-14,20.7,40226.11,35851.81,0.00,0.00,0.00,0.0,19.9,39.2,206,2.87,13.86,11.0,97,63,1028.5,77,1022.2,1.15,14.7,13.7
2012-10-15,21.0,40068.36,19494.55,5.50,5.50,0.00,6.0,18.1,38.5,207,2.10,7.82,16.7,100,81,1016.3,96,1010.2,0.81,17.2,17.7
2012-10-16,16.3,39911.43,36612.39,2.00,2.00,0.00,4.0,22.2,42.5,306,2.56,15.67,15.8,100,32,1010.9,97,1004.7,0.88,15.9,13.1
2012-10-17,15.8,39755.43,34630.13,0.00,0.00,0.00,0.0,8.3,20.5,305,2.09,13.81,6.5,100,70,1017.1,86,1010.9,0.95,9.9,10.2
2012-10-18,17.6,39600.49,36072.82,0.00,0.00,0.00,0.0,16.9,31.3,147,2.19,13.96,11.0,95,37,1017.4,88,1011.3,0.81,12.9,12.7
2012-10-19,18.5,39446.74,3387.52,30.40,30.40,0.00,16.0,20.6,52.9,130,0.64,2.83,17.7,100,94,1016.4,97,1010.3,0.31,17.8,16.8
2012-10-20,19.8,39294.30,34897.89,0.20,0.20,0.00,1.0,15.2,30.6,232,2.12,12.09,17.4,100,48,1008.3,100,1002.2,1.18,17.5,16.8
2012-10-21,17.5,39143.32,35353.60,0.00,0.00,0.00,0.0,18.4,35.3,281,2.70,13.32,6.2,74,18,1015.7,79,1009.5,1.21,10.5,12.8
2012-10-22,18.6,38993.69,35247.15,0.00,0.00,0.00,0.0,15.7,30.6,283,2.70,14.31,7.8,32,2,1019.7,79,1013.5,1.14,12.1,12.9
2012-10-23,17.9,38844.15,31419.94,0.00,0.00,0.00,0.0,11.3,22.0,296,1.58,9.34,11.7,99,47,1020.3,90,1014.1,0.81,13.4,13.3
2012-10-24,17.8,38694.61,29415.07,2.60,2.60,0.00,5.0,9.7,30.2,52,1.29,7.98,13.5,100,90,1021.4,96,1015.2,0.49,14.9,14.5
2012-10-25,16.3,38545.20,0.00,1.00,1.00,0.00,6.0,8.9,22.3,97,0.83,4.16,12.5,100,90,1025.2,96,1019.0,0.44,13.6,14.3
2012-10-26,18.7,38396.04,21042.31,0.00,0.00,0.00,0.0,6.5,15.5,101,1.40,8.16,13.5,100,92,1024.6,95,1018.4,0.71,14.9,15.6
2012-10-27,17.3,38247.27,19663.58,0.00,0.00,0.00,0.0,10.5,25.6,79,1.34,7.76,13.5,100,99,1020.7,96,1014.6,0.67,14.2,15.4
2012-10-28,14.4,38099.04,0.00,0.40,0.40,0.00,2.0,24.3,49.0,38,1.29,2.77,11.6,100,100,1014.0,85,1007.9,0.48,12.5,13.6
2012-10-29,16.3,37951.47,0.00,27.60,27.60,0.00,14.0,60.6,122.4,33,0.90,0.69,15.1,100,100,1006.4,94,1000.3,0.40,15.4,12.7
2012-10-30,14.9,37804.71,14911.30,13.00,13.00,0.00,19.0,59.1,108.7,139,1.33,4.30,12.4,100,94,997.6,90,991.5,0.47,13.2,12.0
2012-10-31,11.0,37658.91,12416.38,0.80,0.80,0.00,3.0,17.1,32.4,218,1.25,5.62,6.8,100,92,1001.9,88,995.8,0.52,8.4,9.0
2012-11-01,10.4,37514.22,16374.36,0.00,0.00,0.00,0.0,16.8,32.8,243,1.34,6.78,3.8,100,84,1002.9,86,996.7,0.52,6.5,8.2
2012-11-02,10.9,37370.78,30185.10,0.00,0.00,0.00,0.0,18.1,35.3,275,1.70,9.17,4.0,100,80,1006.0,79,999.8,0.67,6.7,8.7
2012-11-03,9.2,37228.75,27570.99,0.00,0.00,0.00,0.0,22.9,42.8,299,1.89,8.94,0.3,99,48,1012.7,74,1006.4,0.60,4.3,6.5
2012-11-04,9.6,37088.29,26405.93,0.00,0.00,0.00,0.0,18.1,37.8,298,1.78,10.38,0.1,100,32,1015.9,81,1009.6,0.58,4.9,5.9
2012-11-05,7.7,36949.55,31399.98,0.00,0.00,0.00,0.0,15.3,31.3,332,1.85,10.70,-0.6,97,76,1019.2,66,1012.9,0.61,3.2,5.4
2012-11-06,5.7,36812.71,33095.98,0.00,0.00,0.00,0.0,13.0,27.7,18,1.64,12.52,-2.5,72,21,1024.3,79,1017.9,0.48,1.2,2.7
2012-11-07,3.5,36677.92,0.00,13.00,2.50,7.35,10.0,26.3,49.7,13,0.62,1.45,0.3,100,94,1020.9,90,1014.5,0.23,1.2,2.4
2012-11-08,5.9,36545.36,22266.17,8.30,0.30,5.81,11.0,28.4,49.0,337,1.25,7.08,-1.4,100,76,1010.7,86,1004.3,0.39,2.2,2.4
